x1,x2,y_krig,mse
   -1.000000       4.008793
     -1.515152      -0.454545       2.285950
     -1.515152      -0.434343       2.316691
     -1.515152      -0.414141       2.350254
     -1.515152      -0.393939       2.386031
     -1.515152      -0.373737       2.423399
     -1.515152      -0.353535       2.461728
     -1.515152      -0.333333       2.500381
     -1.515152      -0.313131       2.538724
     -1.515152      -0.292929       2.576127
     -1.515152      -0.272727       2.611971
     -1.515152      -0.252525       2.645651
     -1.515152      -0.232323       2.676583
     -1.515152      -0.212121       2.704204
     -1.515152      -0.191919       2.727981
     -1.515152      -0.171717       2.747415
     -1.515152      -0.151515       2.762040
     -1.515152      -0.131313       2.771433
     -1.515152      -0.111111       2.775213
     -1.515152      -0.090909       2.773045
     -1.515152      -0.070707       2.764645
     -1.515152      -0.050505       2.749778
     -1.515152      -0.030303       2.728264
     -1.515152      -0.010101       2.699978
     -1.515152       0.010101       2.664851
     -1.515152       0.030303       2.622872
     -1.515152       0.050505       2.574084
     -1.515152       0.070707       2.518591
     -1.515152       0.090909       2.456551
     -1.515152       0.111111       2.388177
     -1.515152       0.131313       2.313739
     -1.515152       0.151515       2.233557
     -1.515152       0.171717       2.148002
     -1.515152       0.191919       2.057491
     -1.515152       0.212121       1.962487
     -1.515152       0.232323       1.863494
     -1.515152       0.252525       1.761053
     -1.515152       0.272727       1.655741
     -1.515152       0.292929       1.548162
     -1.515152       0.313131       1.438948
     -1.515152       0.333333       1.328749
     -1.515152       0.353535       1.218235
     -1.515152       0.373737       1.108085
     -1.515152       0.393939       0.998987
     -1.515152       0.414141       0.891629
     -1.515152       0.434343       0.786699
     -1.515152       0.454545       0.684875
     -1.515152       0.474747       0.586826
     -1.515152       0.494949       0.493202
     -1.515152       0.515152       0.404632
     -1.515152       0.535354       0.321722
     -1.515152       0.555556       0.245048
     -1.515152       0.575758       0.175151
     -1.515152       0.595960       0.112539
     -1.515152       0.616162       0.057679
     -1.515152       0.636364       0.010995
     -1.515152       0.656566      -0.027134
     -1.515152       0.676768      -0.056376
     -1.515152       0.696970      -0.076446
     -1.515152       0.717172      -0.087113
     -1.515152       0.737374      -0.088196
     -1.515152       0.757576      -0.079567
     -1.515152       0.777778      -0.061149
     -1.515152       0.797980      -0.032920
     -1.515152       0.818182       0.005090
     -1.515152       0.838384       0.052799
     -1.515152       0.858586       0.110075
     -1.515152       0.878788       0.176736
     -1.515152       0.898990       0.252552
     -1.515152       0.919192       0.337248
     -1.515152       0.939394       0.430505
     -1.515152       0.959596       0.531963
     -1.515152       0.979798       0.641223
     -1.515152       1.000000       0.757852

     -1.474747      -1.000000       3.780089
     -1.474747      -0.979798       3.639358
     -1.474747      -0.959596       3.503018
     -1.474747      -0.939394       3.371558
     -1.474747      -0.919192       3.245442
     -1.474747      -0.898990       3.125101
     -1.474747      -0.878788       3.010933
     -1.474747      -0.858586       2.903296
     -1.474747      -0.838384       2.802511
     -1.474747      -0.818182       2.708856
     -1.474747      -0.797980       2.622563
     -1.474747      -0.777778       2.543818
     -1.474747      -0.757576       2.472760
     -1.474747      -0.737374       2.409478
     -1.474747      -0.717172       2.354010
     -1.474747      -0.696970       2.306342
     -1.474747      -0.676768       2.266412
     -1.474747      -0.656566       2.234104
     -1.474747      -0.636364       2.209252
     -1.474747      -0.616162       2.191641
     -1.474747      -0.595960       2.181007
     -1.474747      -0.575758       2.177038
     -1.474747      -0.555556       2.179380
     -1.474747      -0.535354       2.187633
     -1.474747      -0.515152       2.201359
     -1.474747      -0.494949       2.220084
     -1.474747      -0.474747       2.243297
     -1.474747      -0.454545       2.270461
     -1.474747      -0.434343       2.301010
     -1.474747      -0.414141       2.334357
     -1.474747      -0.393939       2.369898
     -1.474747      -0.373737       2.407013
     -1.474747      -0.353535       2.445076
     -1.474747      -0.333333       2.483454
     -1.474747      -0.313131       2.521518
     -1.474747      -0.292929       2.558640
     -1.474747      -0.272727       2.594207
     -1.474747      -0.252525       2.627615
     -1.474747      -0.232323       2.658285
     -1.474747      -0.212121       2.685658
     -1.474747      -0.191919       2.709204
     -1.474747      -0.171717       2.728426
     -1.474747      -0.151515       2.742863
     -1.474747      -0.131313       2.752093
     -1.474747      -0.111111       2.755739
     -1.474747      -0.090909       2.753469
     -1.474747      -0.070707       2.744999
     -1.474747      -0.050505       2.730099
     -1.474747      -0.030303       2.708589
     -1.474747      -0.010101       2.680347
     -1.474747       0.010101       2.645304
     -1.474747       0.030303       2.603451
     -1.474747       0.050505       2.554834
     -1.474747       0.070707       2.499556
     -1.474747       0.090909       2.437776
     -1.474747       0.111111       2.369709
     -1.474747       0.131313       2.295624
     -1.474747       0.151515       2.215842
     -1.474747       0.171717       2.130734
     -1.474747       0.191919       2.040718
     -1.474747       0.212121       1.946257
     -1.474747       0.232323       1.847855
     -1.474747       0.252525       1.746052
     -1.474747       0.272727       1.641425
     -1.474747       0.292929       1.534578
     -1.474747       0.313131       1.426142
     -1.474747       0.333333       1.316769
     -1.474747       0.353535       1.207125
     -1.474747       0.373737       1.097892
     -1.474747       0.393939       0.989754
     -1.474747       0.414141       0.883402
     -1.474747       0.434343       0.779521
     -1.474747       0.454545       0.678790
     -1.474747       0.474747       0.581876
     -1.474747       0.494949       0.489428
     -1.474747       0.515152       0.402077
     -1.474747       0.535354       0.320426
     -1.474747       0.555556       0.245049
     -1.474747       0.575758       0.176490
     -1.474747       0.595960       0.115254
     -1.474747       0.616162       0.061806
     -1.474747       0.636364       0.016570
     -1.474747       0.656566      -0.020075
     -1.474747       0.676768      -0.047799
     -1.474747       0.696970      -0.066319
     -1.474747       0.717172      -0.075405
     -1.474747       0.737374      -0.074877
     -1.474747       0.757576      -0.064608
     -1.474747       0.777778      -0.044524
     -1.474747       0.797980      -0.014604
     -1.474747       0.818182       0.025119
     -1.474747       0.838384       0.074563
     -1.474747       0.858586       0.133591
     -1.474747       0.878788       0.202021
     -1.474747       0.898990       0.279619
     -1.474747       0.919192       0.366108
     -1.474747       0.939394       0.461165
     -1.474747       0.959596       0.564429
     -1.474747       0.979798       0.675496
     -1.474747       1.000000       0.793932

     -1.434343      -1.000000       3.747926
     -1.434343      -0.979798       3.608564
     -1.434343      -0.959596       3.473561
     -1.434343      -0.939394       3.343401
     -1.434343      -0.919192       3.218545
     -1.434343      -0.898990       3.099418
     -1.434343      -0.878788       2.986416
     -1.434343      -0.858586       2.879893
     -1.434343      -0.838384       2.780167
     -1.434343      -0.818182       2.687513
     -1.434343      -0.797980       2.602162
     -1.434343      -0.777778       2.524298
     -1.434343      -0.757576       2.454058
     -1.434343      -0.737374       2.391530
     -1.434343      -0.717172       2.336752
     -1.434343      -0.696970       2.289711
     -1.434343      -0.676768       2.250343
     -1.434343      -0.656566       2.218534
     -1.434343      -0.636364       2.194120
     -1.434343      -0.616162       2.176887
     -1.434343      -0.595960       2.166571
     -1.434343      -0.575758       2.162866
     -1.434343      -0.555556       2.165417
     -1.434343      -0.535354       2.173829
     -1.434343      -0.515152       2.187667
     -1.434343      -0.494949       2.206459
     -1.434343      -0.474747       2.229701
     -1.434343      -0.454545       2.256857
     -1.434343      -0.434343       2.287366
     -1.434343      -0.414141       2.320646
     -1.434343      -0.393939       2.356095
     -1.434343      -0.373737       2.393101
     -1.434343      -0.353535       2.431039
     -1.434343      -0.333333       2.469284
     -1.434343      -0.313131       2.507208
     -1.434343      -0.292929       2.544191
     -1.434343      -0.272727       2.579620
     -1.434343      -0.252525       2.612900
     -1.434343      -0.232323       2.643453
     -1.434343      -0.212121       2.670725
     -1.434343      -0.191919       2.694191
     -1.434343      -0.171717       2.713356
     -1.434343      -0.151515       2.727762
     -1.434343      -0.131313       2.736993
     -1.434343      -0.111111       2.740673
     -1.434343      -0.090909       2.738472
     -1.434343      -0.070707       2.730110
     -1.434343      -0.050505       2.715359
     -1.434343      -0.030303       2.694041
     -1.434343      -0.010101       2.666035
     -1.434343       0.010101       2.631275
     -1.434343       0.030303       2.589751
     -1.434343       0.050505       2.541512
     -1.434343       0.070707       2.486660
     -1.434343       0.090909       2.425356
     -1.434343       0.111111       2.357814
     -1.434343       0.131313       2.284304
     -1.434343       0.151515       2.205147
     -1.434343       0.171717       2.120712
     -1.434343       0.191919       2.031418
     -1.434343       0.212121       1.937726
     -1.434343       0.232323       1.840140
     -1.434343       0.252525       1.739200
     -1.434343       0.272727       1.635480
     -1.434343       0.292929       1.529584
     -1.434343       0.313131       1.422142
     -1.434343       0.333333       1.313803
     -1.434343       0.353535       1.205234
     -1.434343       0.373737       1.097113
     -1.434343       0.393939       0.990126
     -1.434343       0.414141       0.884959
     -1.434343       0.434343       0.782298
     -1.434343       0.454545       0.682819
     -1.434343       0.474747       0.587188
     -1.434343       0.494949       0.496053
     -1.434343       0.515152       0.410043
     -1.434343       0.535354       0.329760
     -1.434343       0.555556       0.255777
     -1.434343       0.575758       0.188635
     -1.434343       0.595960       0.128839
     -1.434343       0.616162       0.076853
     -1.434343       0.636364       0.033098
     -1.434343       0.656566      -0.002047
     -1.434343       0.676768      -0.028254
     -1.434343       0.696970      -0.045241
     -1.434343       0.717172      -0.052780
     -1.434343       0.737374      -0.050692
     -1.434343       0.757576      -0.038851
     -1.434343       0.777778      -0.017186
     -1.434343       0.797980       0.014323
     -1.434343       0.818182       0.055642
     -1.434343       0.838384       0.106686
     -1.434343       0.858586       0.167318
     -1.434343       0.878788       0.237352
     -1.434343       0.898990       0.316554
     -1.434343       0.919192       0.404644
     -1.434343       0.939394       0.501297
     -1.434343       0.959596       0.606149
     -1.434343       0.979798       0.718796
     -1.434343       1.000000       0.838798

     -1.393939      -1.000000       3.710610
     -1.393939      -0.979798       3.572884
     -1.393939      -0.959596       3.439485
     -1.393939      -0.939394       3.310893
     -1.393939      -0.919192       3.187561
     -1.393939      -0.898990       3.069912
     -1.393939      -0.878788       2.958335
     -1.393939      -0.858586       2.853183
     -1.393939      -0.838384       2.754768
     -1.393939      -0.818182       2.663364
     -1.393939      -0.797980       2.579197
     -1.393939      -0.777778       2.502451
     -1.393939      -0.757576       2.433260
     -1.393939      -0.737374       2.371711
     -1.393939      -0.717172       2.317842
     -1.393939      -0.696970       2.271638
     -1.393939      -0.676768       2.233037
     -1.393939      -0.656566       2.201926
     -1.393939      -0.636364       2.178140
     -1.393939      -0.616162       2.161467
     -1.393939      -0.595960       2.151648
     -1.393939      -0.575758       2.148376
     -1.393939      -0.555556       2.151300
     -1.393939      -0.535354       2.160030
     -1.393939      -0.515152       2.174132
     -1.393939      -0.494949       2.193140
     -1.393939      -0.474747       2.216552
     -1.393939      -0.454545       2.243838
     -1.393939      -0.434343       2.274442
     -1.393939      -0.414141       2.307785
     -1.393939      -0.393939       2.343273
     -1.393939      -0.373737       2.380295
     -1.393939      -0.353535       2.418234
     -1.393939      -0.333333       2.456469
     -1.393939      -0.313131       2.494377
     -1.393939      -0.292929       2.531344
     -1.393939      -0.272727       2.566762
     -1.393939      -0.252525       2.600040
     -1.393939      -0.232323       2.630605
     -1.393939      -0.212121       2.657908
     -1.393939      -0.191919       2.681427
     -1.393939      -0.171717       2.700673
     -1.393939      -0.151515       2.715192
     -1.393939      -0.131313       2.724569
     -1.393939      -0.111111       2.728433
     -1.393939      -0.090909       2.726457
     -1.393939      -0.070707       2.718364
     -1.393939      -0.050505       2.703927
     -1.393939      -0.030303       2.682972
     -1.393939      -0.010101       2.655379
     -1.393939       0.010101       2.621082
     -1.393939       0.030303       2.580074
     -1.393939       0.050505       2.532402
     -1.393939       0.070707       2.478172
     -1.393939       0.090909       2.417542
     -1.393939       0.111111       2.350728
     -1.393939       0.131313       2.277998
     -1.393939       0.151515       2.199672
     -1.393939       0.171717       2.116120
     -1.393939       0.191919       2.027758
     -1.393939       0.212121       1.935047
     -1.393939       0.232323       1.838488
     -1.393939       0.252525       1.738620
     -1.393939       0.272727       1.636015
     -1.393939       0.292929       1.531275
     -1.393939       0.313131       1.425027
     -1.393939       0.333333       1.317919
     -1.393939       0.353535       1.210616
     -1.393939       0.373737       1.103793
     -1.393939       0.393939       0.998133
     -1.393939       0.414141       0.894322
     -1.393939       0.434343       0.793040
     -1.393939       0.454545       0.694964
     -1.393939       0.474747       0.600757
     -1.393939       0.494949       0.511065
     -1.393939       0.515152       0.426513
     -1.393939       0.535354       0.347702
     -1.393939       0.555556       0.275204
     -1.393939       0.575758       0.209557
     -1.393939       0.595960       0.151264
     -1.393939       0.616162       0.100788
     -1.393939       0.636364       0.058548
     -1.393939       0.656566       0.024920
     -1.393939       0.676768       0.000233
     -1.393939       0.696970      -0.015235
     -1.393939       0.717172      -0.021256
     -1.393939       0.737374      -0.017653
     -1.393939       0.757576      -0.004302
     -1.393939       0.777778       0.018868
     -1.393939       0.797980       0.051875
     -1.393939       0.818182       0.094683
     -1.393939       0.838384       0.147206
     -1.393939       0.858586       0.209307
     -1.393939       0.878788       0.280796
     -1.393939       0.898990       0.361440
     -1.393939       0.919192       0.450955
     -1.393939       0.939394       0.549018
     -1.393939       0.959596       0.655261
     -1.393939       0.979798       0.769278
     -1.393939       1.000000       0.890629

     -1.353535      -1.000000       3.667508
     -1.353535      -0.979798       3.531656
     -1.353535      -0.959596       3.400098
     -1.353535      -0.939394       3.273309
     -1.353535      -0.919192       3.151736
     -1.353535      -0.898990       3.035798
     -1.353535      -0.878788       2.925877
     -1.353535      -0.858586       2.822322
     -1.353535      -0.838384       2.725443
     -1.353535      -0.818182       2.635507
     -1.353535      -0.797980       2.552740
     -1.353535      -0.777778       2.477321
     -1.353535      -0.757576       2.409383
     -1.353535      -0.737374       2.349012
     -1.353535      -0.717172       2.296244
     -1.353535      -0.696970       2.251064
     -1.353535      -0.676768       2.213411
     -1.353535      -0.656566       2.183170
     -1.353535      -0.636364       2.160180
     -1.353535      -0.616162       2.144229
     -1.353535      -0.595960       2.135061
     -1.353535      -0.575758       2.132371
     -1.353535      -0.555556       2.135812
     -1.353535      -0.535354       2.144996
     -1.353535      -0.515152       2.159495
     -1.353535      -0.494949       2.178846
     -1.353535      -0.474747       2.202552
     -1.353535      -0.454545       2.230087
     -1.353535      -0.434343       2.260901
     -1.353535      -0.414141       2.294420
     -1.353535      -0.393939       2.330055
     -1.353535      -0.373737       2.367202
     -1.353535      -0.353535       2.405249
     -1.353535      -0.333333       2.443579
     -1.353535      -0.313131       2.481579
     -1.353535      -0.292929       2.518636
     -1.353535      -0.272727       2.554150
     -1.353535      -0.252525       2.587535
     -1.353535      -0.232323       2.618223
     -1.353535      -0.212121       2.645670
     -1.353535      -0.191919       2.669359
     -1.353535      -0.171717       2.688806
     -1.353535      -0.151515       2.703561
     -1.353535      -0.131313       2.713213
     -1.353535      -0.111111       2.717393
     -1.353535      -0.090909       2.715780
     -1.353535      -0.070707       2.708098
     -1.353535      -0.050505       2.694123
     -1.353535      -0.030303       2.673682
     -1.353535      -0.010101       2.646658
     -1.353535       0.010101       2.612987
     -1.353535       0.030303       2.572661
     -1.353535       0.050505       2.525729
     -1.353535       0.070707       2.472295
     -1.353535       0.090909       2.412519
     -1.353535       0.111111       2.346616
     -1.353535       0.131313       2.274852
     -1.353535       0.151515       2.197547
     -1.353535       0.171717       2.115069
     -1.353535       0.191919       2.027831
     -1.353535       0.212121       1.936293
     -1.353535       0.232323       1.840954
     -1.353535       0.252525       1.742350
     -1.353535       0.272727       1.641051
     -1.353535       0.292929       1.537655
     -1.353535       0.313131       1.432787
     -1.353535       0.333333       1.327092
     -1.353535       0.353535       1.221231
     -1.353535       0.373737       1.115877
     -1.353535       0.393939       1.011709
     -1.353535       0.414141       0.909410
     -1.353535       0.434343       0.809658
     -1.353535       0.454545       0.713125
     -1.353535       0.474747       0.620472
     -1.353535       0.494949       0.532342
     -1.353535       0.515152       0.449358
     -1.353535       0.535354       0.372118
     -1.353535       0.555556       0.301191
     -1.353535       0.575758       0.237112
     -1.353535       0.595960       0.180383
     -1.353535       0.616162       0.131462
     -1.353535       0.636364       0.090770
     -1.353535       0.656566       0.058679
     -1.353535       0.676768       0.035515
     -1.353535       0.696970       0.021557
     -1.353535       0.717172       0.017029
     -1.353535       0.737374       0.022108
     -1.353535       0.757576       0.036917
     -1.353535       0.777778       0.061524
     -1.353535       0.797980       0.095946
     -1.353535       0.818182       0.140149
     -1.353535       0.838384       0.194043
     -1.353535       0.858586       0.257489
     -1.353535       0.878788       0.330301
     -1.353535       0.898990       0.412240
     -1.353535       0.919192       0.503024
     -1.353535       0.939394       0.602328
     -1.353535       0.959596       0.709783
     -1.353535       0.979798       0.824983
     -1.353535       1.000000       0.947487

     -1.313131      -1.000000       3.618028
     -1.313131      -0.979798       3.484253
     -1.313131      -0.959596       3.354740
     -1.313131      -0.939394       3.229959
     -1.313131      -0.919192       3.110349
     -1.313131      -0.898990       2.996322
     -1.313131      -0.878788       2.888257
     -1.313131      -0.858586       2.786497
     -1.313131      -0.838384       2.691346
     -1.313131      -0.818182       2.603069
     -1.313131      -0.797980       2.521887
     -1.313131      -0.777778       2.447977
     -1.313131      -0.757576       2.381470
     -1.313131      -0.737374       2.322448
     -1.313131      -0.717172       2.270947
     -1.313131      -0.696970       2.226952
     -1.313131      -0.676768       2.190400
     -1.313131      -0.656566       2.161179
     -1.313131      -0.636364       2.139127
     -1.313131      -0.616162       2.124036
     -1.313131      -0.595960       2.115650
     -1.313131      -0.575758       2.113668
     -1.313131      -0.555556       2.117747
     -1.313131      -0.535354       2.127502
     -1.313131      -0.515152       2.142508
     -1.313131      -0.494949       2.162308
     -1.313131      -0.474747       2.186409
     -1.313131      -0.454545       2.214292
     -1.313131      -0.434343       2.245412
     -1.313131      -0.414141       2.279200
     -1.313131      -0.393939       2.315073
     -1.313131      -0.373737       2.352433
     -1.313131      -0.353535       2.390676
     -1.313131      -0.333333       2.429190
     -1.313131      -0.313131       2.467367
     -1.313131      -0.292929       2.504602
     -1.313131      -0.272727       2.540301
     -1.313131      -0.252525       2.573882
     -1.313131      -0.232323       2.604786
     -1.313131      -0.212121       2.632472
     -1.313131      -0.191919       2.656429
     -1.313131      -0.171717       2.676177
     -1.313131      -0.151515       2.691272
     -1.313131      -0.131313       2.701307
     -1.313131      -0.111111       2.705918
     -1.313131      -0.090909       2.704784
     -1.313131      -0.070707       2.697635
     -1.313131      -0.050505       2.684249
     -1.313131      -0.030303       2.664455
     -1.313131      -0.010101       2.638137
     -1.313131       0.010101       2.605232
     -1.313131       0.030303       2.565735
     -1.313131       0.050505       2.519693
     -1.313131       0.070707       2.467211
     -1.313131       0.090909       2.408448
     -1.313131       0.111111       2.343617
     -1.313131       0.131313       2.272986
     -1.313131       0.151515       2.196869
     -1.313131       0.171717       2.115635
     -1.313131       0.191919       2.029694
     -1.313131       0.212121       1.939502
     -1.313131       0.232323       1.845556
     -1.313131       0.252525       1.748389
     -1.313131       0.272727       1.648567
     -1.313131       0.292929       1.546686
     -1.313131       0.313131       1.443365
     -1.313131       0.333333       1.339247
     -1.313131       0.353535       1.234988
     -1.313131       0.373737       1.131257
     -1.313131       0.393939       1.028731
     -1.313131       0.414141       0.928086
     -1.313131       0.434343       0.830000
     -1.313131       0.454545       0.735138
     -1.313131       0.474747       0.644159
     -1.313131       0.494949       0.557702
     -1.313131       0.515152       0.476386
     -1.313131       0.535354       0.400807
     -1.313131       0.555556       0.331529
     -1.313131       0.575758       0.269086
     -1.313131       0.595960       0.213976
     -1.313131       0.616162       0.166656
     -1.313131       0.636364       0.127543
     -1.313131       0.656566       0.097007
     -1.313131       0.676768       0.075372
     -1.313131       0.696970       0.062915
     -1.313131       0.717172       0.059861
     -1.313131       0.737374       0.066383
     -1.313131       0.757576       0.082602
     -1.313131       0.777778       0.108587
     -1.313131       0.797980       0.144354
     -1.313131       0.818182       0.189866
     -1.313131       0.838384       0.245035
     -1.313131       0.858586       0.309721
     -1.313131       0.878788       0.383735
     -1.313131       0.898990       0.466841
     -1.313131       0.919192       0.558755
     -1.313131       0.939394       0.659151
     -1.313131       0.959596       0.767661
     -1.313131       0.979798       0.883879
     -1.313131       1.000000       1.007362

     -1.272727      -1.000000       3.561630
     -1.272727      -0.979798       3.430102
     -1.272727      -0.959596       3.302806
     -1.272727      -0.939394       3.180202
     -1.272727      -0.919192       3.062726
     -1.272727      -0.898990       2.950780
     -1.272727      -0.878788       2.844739
     -1.272727      -0.858586       2.744940
     -1.272727      -0.838384       2.651681
     -1.272727      -0.818182       2.565223
     -1.272727      -0.797980       2.485782
     -1.272727      -0.777778       2.413534
     -1.272727      -0.757576       2.348604
     -1.272727      -0.737374       2.291075
     -1.272727      -0.717172       2.240979
     -1.272727      -0.696970       2.198302
     -1.272727      -0.676768       2.162981
     -1.272727      -0.656566       2.134903
     -1.272727      -0.636364       2.113908
     -1.272727      -0.616162       2.099790
     -1.272727      -0.595960       2.092294
     -1.272727      -0.575758       2.091124
     -1.272727      -0.555556       2.095938
     -1.272727      -0.535354       2.106356
     -1.272727      -0.515152       2.121959
     -1.272727      -0.494949       2.142293
     -1.272727      -0.474747       2.166872
     -1.272727      -0.454545       2.195181
     -1.272727      -0.434343       2.226681
     -1.272727      -0.414141       2.260811
     -1.272727      -0.393939       2.296993
     -1.272727      -0.373737       2.334636
     -1.272727      -0.353535       2.373142
     -1.272727      -0.333333       2.411908
     -1.272727      -0.313131       2.450330
     -1.272727      -0.292929       2.487811
     -1.272727      -0.272727       2.523763
     -1.272727      -0.252525       2.557613
     -1.272727      -0.232323       2.588804
     -1.272727      -0.212121       2.616804
     -1.272727      -0.191919       2.641107
     -1.272727      -0.171717       2.661238
     -1.272727      -0.151515       2.676758
     -1.272727      -0.131313       2.687264
     -1.272727      -0.111111       2.692396
     -1.272727      -0.090909       2.691840
     -1.272727      -0.070707       2.685325
     -1.272727      -0.050505       2.672633
     -1.272727      -0.030303       2.653596
     -1.272727      -0.010101       2.628099
     -1.272727       0.010101       2.596081
     -1.272727       0.030303       2.557536
     -1.272727       0.050505       2.512513
     -1.272727       0.070707       2.461115
     -1.272727       0.090909       2.403502
     -1.272727       0.111111       2.339885
     -1.272727       0.131313       2.270528
     -1.272727       0.151515       2.195747
     -1.272727       0.171717       2.115904
     -1.272727       0.191919       2.031410
     -1.272727       0.212121       1.942716
     -1.272727       0.232323       1.850316
     -1.272727       0.252525       1.754737
     -1.272727       0.272727       1.656544
     -1.272727       0.292929       1.556326
     -1.272727       0.313131       1.454701
     -1.272727       0.333333       1.352304
     -1.272727       0.353535       1.249789
     -1.272727       0.373737       1.147820
     -1.272727       0.393939       1.047067
     -1.272727       0.414141       0.948205
     -1.272727       0.434343       0.851905
     -1.272727       0.454545       0.758829
     -1.272727       0.474747       0.669630
     -1.272727       0.494949       0.584944
     -1.272727       0.515152       0.505386
     -1.272727       0.535354       0.431548
     -1.272727       0.555556       0.363990
     -1.272727       0.575758       0.303244
     -1.272727       0.595960       0.249804
     -1.272727       0.616162       0.204124
     -1.272727       0.636364       0.166617
     -1.272727       0.656566       0.137653
     -1.272727       0.676768       0.117554
     -1.272727       0.696970       0.106594
     -1.272727       0.717172       0.104995
     -1.272727       0.737374       0.112930
     -1.272727       0.757576       0.130520
     -1.272727       0.777778       0.157832
     -1.272727       0.797980       0.194881
     -1.272727       0.818182       0.241630
     -1.272727       0.838384       0.297990
     -1.272727       0.858586       0.363821
     -1.272727       0.878788       0.438935
     -1.272727       0.898990       0.523094
     -1.272727       0.919192       0.616017
     -1.272727       0.939394       0.717376
     -1.272727       0.959596       0.826804
     -1.272727       0.979798       0.943896
     -1.272727       1.000000       1.068210

     -1.232323      -1.000000       3.497836
     -1.232323      -0.979798       3.368692
     -1.232323      -0.959596       3.243751
     -1.232323      -0.939394       3.123464
     -1.232323      -0.919192       3.008259
     -1.232323      -0.898990       2.898533
     -1.232323      -0.878788       2.794652
     -1.232323      -0.858586       2.696947
     -1.232323      -0.838384       2.605712
     -1.232323      -0.818182       2.521203
     -1.232323      -0.797980       2.443630
     -1.232323      -0.777778       2.373166
     -1.232323      -0.757576       2.309934
     -1.232323      -0.737374       2.254013
     -1.232323      -0.717172       2.205434
     -1.232323      -0.696970       2.164183
     -1.232323      -0.676768       2.130194
     -1.232323      -0.656566       2.103358
     -1.232323      -0.636364       2.083513
     -1.232323      -0.616162       2.070456
     -1.232323      -0.595960       2.063935
     -1.232323      -0.575758       2.063656
     -1.232323      -0.555556       2.069281
     -1.232323      -0.535354       2.080434
     -1.232323      -0.515152       2.096701
     -1.232323      -0.494949       2.117633
     -1.232323      -0.474747       2.142750
     -1.232323      -0.454545       2.171543
     -1.232323      -0.434343       2.203478
     -1.232323      -0.414141       2.238002
     -1.232323      -0.393939       2.274544
     -1.232323      -0.373737       2.312521
     -1.232323      -0.353535       2.351339
     -1.232323      -0.333333       2.390404
     -1.232323      -0.313131       2.429120
     -1.232323      -0.292929       2.466897
     -1.232323      -0.272727       2.503153
     -1.232323      -0.252525       2.537321
     -1.232323      -0.232323       2.568853
     -1.232323      -0.212121       2.597222
     -1.232323      -0.191919       2.621928
     -1.232323      -0.171717       2.642503
     -1.232323      -0.151515       2.658512
     -1.232323      -0.131313       2.669557
     -1.232323      -0.111111       2.675283
     -1.232323      -0.090909       2.675379
     -1.232323      -0.070707       2.669578
     -1.232323      -0.050505       2.657665
     -1.232323      -0.030303       2.639473
     -1.232323      -0.010101       2.614890
     -1.232323       0.010101       2.583856
     -1.232323       0.030303       2.546366
     -1.232323       0.050505       2.502467
     -1.232323       0.070707       2.452264
     -1.232323       0.090909       2.395914
     -1.232323       0.111111       2.333627
     -1.232323       0.131313       2.265666
     -1.232323       0.151515       2.192343
     -1.232323       0.171717       2.114018
     -1.232323       0.191919       2.031097
     -1.232323       0.212121       1.944030
     -1.232323       0.232323       1.853304
     -1.232323       0.252525       1.759444
     -1.232323       0.272727       1.663009
     -1.232323       0.292929       1.564584
     -1.232323       0.313131       1.464780
     -1.232323       0.333333       1.364230
     -1.232323       0.353535       1.263581
     -1.232323       0.373737       1.163491
     -1.232323       0.393939       1.064627
     -1.232323       0.414141       0.967657
     -1.232323       0.434343       0.873247
     -1.232323       0.454545       0.782054
     -1.232323       0.474747       0.694728
     -1.232323       0.494949       0.611898
     -1.232323       0.515152       0.534176
     -1.232323       0.535354       0.462149
     -1.232323       0.555556       0.396373
     -1.232323       0.575758       0.337376
     -1.232323       0.595960       0.285649
     -1.232323       0.616162       0.241642
     -1.232323       0.636364       0.205767
     -1.232323       0.656566       0.178390
     -1.232323       0.676768       0.159831
     -1.232323       0.696970       0.150362
     -1.232323       0.717172       0.150203
     -1.232323       0.737374       0.159527
     -1.232323       0.757576       0.178453
     -1.232323       0.777778       0.207046
     -1.232323       0.797980       0.245323
     -1.232323       0.818182       0.293245
     -1.232323       0.838384       0.350724
     -1.232323       0.858586       0.417620
     -1.232323       0.878788       0.493744
     -1.232323       0.898990       0.578860
     -1.232323       0.919192       0.672687
     -1.232323       0.939394       0.774899
     -1.232323       0.959596       0.885130
     -1.232323       0.979798       1.002974
     -1.232323       1.000000       1.127991

     -1.191919      -1.000000       3.426249
     -1.191919      -0.979798       3.299594
     -1.191919      -0.959596       3.177112
     -1.191919      -0.939394       3.059248
     -1.191919      -0.919192       2.946420
     -1.191919      -0.898990       2.839018
     -1.191919      -0.878788       2.737402
     -1.191919      -0.858586       2.641895
     -1.191919      -0.838384       2.552786
     -1.191919      -0.818182       2.470324
     -1.191919      -0.797980       2.394718
     -1.191919      -0.777778       2.326132
     -1.191919      -0.757576       2.264689
     -1.191919      -0.737374       2.210464
     -1.191919      -0.717172       2.163487
     -1.191919      -0.696970       2.123742
     -1.191919      -0.676768       2.091164
     -1.191919      -0.656566       2.065641
     -1.191919      -0.636364       2.047016
     -1.191919      -0.616162       2.035085
     -1.191919      -0.595960       2.029600
     -1.191919      -0.575758       2.030268
     -1.191919      -0.555556       2.036758
